  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.738	 0.159	 0.103	 1.670	 0.002	 -1.000	  -1.000	 'm'
 2	 0.565	 0.203	 0.232	 1.829	 0.001	 -1.000	  -1.000	 'm'
 3	 0.612	 0.204	 0.184	 1.606	 0.001	 -1.000	  -1.000	 'm'
 4	 0.326	 0.312	 0.362	 1.776	 0.001	 -1.000	  -1.000	 'm'
 5	 0.277	 0.358	 0.365	 1.871	 0.001	 -1.000	  -1.000	 'm'
 6	 0.307	 0.396	 0.297	 1.891	 0.000	 -1.000	  -1.000	 'm'
 7	 0.262	 0.367	 0.371	 1.818	 0.000	 -1.000	  -1.000	 'm'
