sample_id,trajectory_id,step_id,changed_parameter,sample_dir,started_at,finished_at,elapsed_seconds,slow_seconds,is_slow,status,returncode,stdout_path,stderr_path,error
2121,152,6,thetaS,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002121,2026-04-30T00:58:17,2026-04-30T01:01:00,162.697,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002121\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002121\stderr.txt,
2122,152,7,Diffx,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002122,2026-04-30T00:58:19,2026-04-30T01:00:46,147.176,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002122\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002122\stderr.txt,
2123,152,8,thetaR,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002123,2026-04-30T00:58:20,2026-04-30T01:00:50,150.060,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002123\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002123\stderr.txt,
2153,154,10,JuvenileLeaves,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002153,2026-04-30T01:00:12,2026-04-30T01:02:34,141.346,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002153\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002153\stderr.txt,
2154,154,11,Rmax_LTAR,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002154,2026-04-30T01:00:15,2026-04-30T01:03:40,205.277,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002154\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002154\stderr.txt,
2341,168,2,JuvenileLeaves,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002341,2026-04-30T01:07:27,2026-04-30T01:09:48,140.858,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002341\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002341\stderr.txt,
2367,170,0,,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002367,2026-04-30T01:08:27,2026-04-30T01:10:36,129.820,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002367\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002367\stderr.txt,
2410,173,1,Alfa,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002410,2026-04-30T01:10:27,2026-04-30T01:12:48,141.333,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002410\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002410\stderr.txt,
2411,173,2,thetaS,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002411,2026-04-30T01:10:28,2026-04-30T01:13:45,196.955,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002411\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002411\stderr.txt,
2412,173,3,StayGreen,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002412,2026-04-30T01:10:29,2026-04-30T01:13:15,166.401,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002412\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002412\stderr.txt,
2507,180,0,,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002507,2026-04-30T01:14:20,2026-04-30T01:16:40,140.621,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002507\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002507\stderr.txt,
2511,180,4,Alfa,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002511,2026-04-30T01:14:26,2026-04-30T01:17:48,202.338,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002511\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002511\stderr.txt,
2533,181,12,thetaS,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002533,2026-04-30T01:15:37,2026-04-30T01:17:52,134.168,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002533\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002533\stderr.txt,
2820,202,5,JuvenileLeaves,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002820,2026-04-30T01:26:30,2026-04-30T01:29:52,201.922,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002820\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002820\stderr.txt,
2821,202,6,thetaS,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002821,2026-04-30T01:26:32,2026-04-30T01:29:14,161.749,120,true,success,0,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002821\stdout.txt,E:\Paper\智慧农业\二维作物模型\MAIZSIM\示例输入\ExcelInterface-master\Example input\SingleLayerLoam2D\sensitivity_runs\formal_r300_workers16_timeout300\samples\sample_002821\stderr.txt,
