metric,parameter,mu,mu_star,sigma,mu_star_conf
final_CO2Conc_20_40,Alfa,-0.028938856114923518,0.045759748000200724,0.054340830613339275,0.004827897069856125
final_CO2Conc_20_40,Ks,-0.033868781689886475,0.03757061558693532,0.0336122329008359,0.0035129855537947615
final_CO2Conc_20_40,PhyllFrmTassel,0.011327971291771252,0.011932328718892736,0.011279176527781765,0.0012426283576226851
final_CO2Conc_20_40,Diffx,-0.0009729183869398623,0.006454790126943612,0.009148516614329288,0.0007560676896700741
final_CO2Conc_20_40,Diffz,0.00014634213579359898,0.005677515264772555,0.008586401287255444,0.0007517511450046198
final_CO2Conc_80_120,thetaS,-0.7739775546483506,0.7739775546483506,0.3333543274856992,0.0412693069363326
final_CO2Conc_80_120,n,-0.6554780732825264,0.6554780732825264,0.30453441062928654,0.03383096639750263
final_CO2Conc_80_120,JuvenileLeaves,0.31590544164775336,0.3170893208397533,0.18375435992585182,0.02222912845579332
final_CO2Conc_80_120,thetaR,0.15810688258176223,0.15810688258176223,0.08453461672649544,0.009884640481257489
final_CO2Conc_80_120,LM_min,-0.10704546781275916,0.14652555334571332,0.20338171072883016,0.02057496076270523
final_CO2Conc_80_120,StayGreen,-0.11392743796978615,0.1401827313284166,0.17353487547343174,0.01820698623479973
final_CO2Conc_80_120,Rmax_LTAR,-0.08333264192462597,0.1334050482830477,0.15660179535401764,0.013359772194750295
final_CO2Conc_80_120,Rmax_LTIR,-0.040458543882162246,0.059114881238214144,0.07272183853144328,0.006823849232194987
final_CO2Conc_80_120,Alfa,-0.03774575310988297,0.04864633613250294,0.04842388682945001,0.004411176191670208
final_CO2Conc_80_120,Ks,-0.012625658566356677,0.021178899285454824,0.025408484332643103,0.0022778222240641085
final_CO2Conc_80_120,PhyllFrmTassel,0.010820119208814417,0.011095182707768497,0.010787622587830987,0.0012529181084412178
final_CO2Conc_80_120,Diffx,-0.0011494456913861753,0.00596003222359929,0.00871858090948229,0.0007559439024421887
final_CO2Conc_80_120,Diffz,0.000715311281959798,0.005453893305379577,0.009054875439662323,0.0008823129480477457
final_Flux,JuvenileLeaves,0.0,0.0,0.0,0.0
final_Flux,Rmax_LTAR,0.0,0.0,0.0,0.0
final_Flux,Rmax_LTIR,0.0,0.0,0.0,0.0
final_Flux,PhyllFrmTassel,0.0,0.0,0.0,0.0
final_Flux,StayGreen,0.0,0.0,0.0,0.0
final_Flux,LM_min,0.0,0.0,0.0,0.0
final_Flux,Diffx,0.0,0.0,0.0,0.0
final_Flux,Diffz,0.0,0.0,0.0,0.0
final_Flux,thetaR,0.0,0.0,0.0,0.0
final_Flux,thetaS,0.0,0.0,0.0,0.0
final_Flux,Alfa,0.0,0.0,0.0,0.0
final_Flux,n,0.0,0.0,0.0,0.0
final_Flux,Ks,0.0,0.0,0.0,0.0
final_Humus_C,n,0.88997948770157,0.9039456117844031,0.3312664456449561,0.03398702127725424
final_Humus_C,thetaS,-0.2065104281063424,0.3511804550969495,0.3711723557883618,0.02852587992734045
final_Humus_C,Alfa,0.08879573484672533,0.1999029579563731,0.252020393677632,0.02047771030127299
final_Humus_C,Rmax_LTAR,0.15933376868837665,0.15933376868837665,0.10098230518161755,0.011973651547523343
final_Humus_C,JuvenileLeaves,0.12437234289864593,0.12576524749441814,0.1012731667006162,0.012317012313735089
final_Humus_C,LM_min,0.07617022372363952,0.11515151009860344,0.13750997316823024,0.012463683913491265
final_Humus_C,StayGreen,-0.07722174973595507,0.08203708585086639,0.09683062103002382,0.011001626185668951
final_Humus_C,thetaR,0.009559605035338545,0.0687468247060836,0.10892326838783058,0.009974350177692283
final_Humus_C,Ks,-0.011112452196389238,0.022225416376967587,0.028890509232900867,0.0025673492457646946
final_Humus_C,Rmax_LTIR,0.0050353837307007075,0.008603055537693595,0.011890481063728288,0.0011183560952384506
final_Humus_C,Diffx,0.0004701657643480437,0.004703550208381082,0.007391467733752447,0.0006526797266032478
final_Humus_C,Diffz,-3.558269328032152e-05,0.0041870547275111155,0.006319500203744045,0.000557037145720646
final_Humus_C,PhyllFrmTassel,0.0005865328286436498,0.0025033842724597366,0.005395890965447193,0.0005590788943755049
final_Humus_N,n,0.8912865110007783,0.904840656391005,0.32842184029176763,0.033792887432651096
final_Humus_N,thetaS,-0.20713445702445782,0.3512698385486826,0.3702415290298025,0.02840442539867709
final_Humus_N,Alfa,0.09061021574406956,0.19971921080408203,0.24898728413451116,0.02007031942801516
final_Humus_N,Rmax_LTAR,0.15762719740181225,0.15763948180415033,0.10087315068013186,0.011906706116139542
final_Humus_N,JuvenileLeaves,0.12186421749894959,0.12331474596195478,0.09996174603110124,0.012154460391039767
final_Humus_N,LM_min,0.07517663730065212,0.11416643539649693,0.13621573754981256,0.012321444758988224
final_Humus_N,StayGreen,-0.07572459607644587,0.08090551585441945,0.0965233420627375,0.010927141487511194
final_Humus_N,thetaR,0.00926963895982856,0.06803226231583909,0.10749621807364187,0.009821413926921006
final_Humus_N,Ks,-0.011661132985362423,0.022717843211840606,0.029353467901860945,0.002615064666927604
final_Humus_N,Rmax_LTIR,0.0049015698824720596,0.008867799440536474,0.012332953668330706,0.0011475625318518412
final_Humus_N,Diffx,0.00045349994596546086,0.004886844827296522,0.00773797855445247,0.0006837320197317988
final_Humus_N,Diffz,-0.00021652108853857283,0.00447768159184302,0.006968142895871443,0.0006131908704610076
final_Humus_N,PhyllFrmTassel,0.0006891032040613168,0.0026421299634402915,0.005619485406776834,0.0005788229023977846
final_Litter_C,JuvenileLeaves,0.0,0.0,0.0,0.0
final_Litter_C,Rmax_LTAR,0.0,0.0,0.0,0.0
final_Litter_C,Rmax_LTIR,0.0,0.0,0.0,0.0
final_Litter_C,PhyllFrmTassel,0.0,0.0,0.0,0.0
final_Litter_C,StayGreen,0.0,0.0,0.0,0.0
final_Litter_C,LM_min,0.0,0.0,0.0,0.0
final_Litter_C,Diffx,0.0,0.0,0.0,0.0
final_Litter_C,Diffz,0.0,0.0,0.0,0.0
final_Litter_C,thetaR,0.0,0.0,0.0,0.0
final_Litter_C,thetaS,0.0,0.0,0.0,0.0
final_Litter_C,Alfa,0.0,0.0,0.0,0.0
final_Litter_C,n,0.0,0.0,0.0,0.0
final_Litter_C,Ks,0.0,0.0,0.0,0.0
final_Litter_N,JuvenileLeaves,0.0,0.0,0.0,0.0
final_Litter_N,Rmax_LTAR,0.0,0.0,0.0,0.0
final_Litter_N,Rmax_LTIR,0.0,0.0,0.0,0.0
final_Litter_N,PhyllFrmTassel,0.0,0.0,0.0,0.0
final_Litter_N,StayGreen,0.0,0.0,0.0,0.0
final_Litter_N,LM_min,0.0,0.0,0.0,0.0
final_Litter_N,Diffx,0.0,0.0,0.0,0.0
final_Litter_N,Diffz,0.0,0.0,0.0,0.0
final_Litter_N,thetaR,0.0,0.0,0.0,0.0
final_Litter_N,thetaS,0.0,0.0,0.0,0.0
final_Litter_N,Alfa,0.0,0.0,0.0,0.0
