metric,parameter,mu,mu_star,sigma,mu_star_conf
seasonal_actual_transpiration,Rmax_LTIR,0.009638767538722677,0.019188372468992534,0.033492290050881085,0.0032898901571788274
seasonal_actual_transpiration,Diffz,0.0013556157839254243,0.010221987395726039,0.017481677060355718,0.0015756024142601112
seasonal_actual_transpiration,Diffx,0.0015445270376079933,0.008974513398711083,0.012980523205810146,0.0010439653811628092
seasonal_actual_transpiration,PhyllFrmTassel,0.00517525757582494,0.008595386318806453,0.012745754056105927,0.0012314555279404808
seasonal_potential_transpiration,LM_min,0.7370597691665841,0.7370597691665841,0.30955745756566394,0.03460367051141639
seasonal_potential_transpiration,JuvenileLeaves,0.6735982514108525,0.6736961374746325,0.30162539063287586,0.03445225870849821
seasonal_potential_transpiration,StayGreen,0.27844851955146394,0.29461601167246326,0.2614225312902979,0.026972222562879386
seasonal_potential_transpiration,thetaS,0.25176018211878365,0.25176018211878365,0.17455557176390588,0.02067017291594124
seasonal_potential_transpiration,Rmax_LTAR,0.14822551607020418,0.18812433792398164,0.20598223756487075,0.018876009512243462
seasonal_potential_transpiration,n,-0.07294972886431526,0.15006237101244474,0.19524680332122535,0.016434943265954946
seasonal_potential_transpiration,thetaR,-0.05353509576741588,0.054681915509085084,0.051274853620271746,0.005576526470237769
seasonal_potential_transpiration,Alfa,-0.014456795972016495,0.035796541217832434,0.0593531053511075,0.005647571770824889
seasonal_potential_transpiration,Ks,-0.02487924428443567,0.027081928878178445,0.02823924541356661,0.002909319410716788
seasonal_potential_transpiration,Rmax_LTIR,0.00398753974542528,0.01956870801038687,0.034431070255528794,0.003198816054296197
seasonal_potential_transpiration,Diffz,0.0014025186609147096,0.009811636163768404,0.016771679176192652,0.001505520828194032
seasonal_potential_transpiration,Diffx,0.001581061361718722,0.00865886709617237,0.012380406404492313,0.0009922349324811123
seasonal_potential_transpiration,PhyllFrmTassel,0.005305693612525477,0.00836342488855901,0.01213723591967614,0.0011763516770343816
seasonal_transpiration_deficit,JuvenileLeaves,0.7080387173876421,0.7080387173876421,0.33501436863154616,0.037379492799693596
seasonal_transpiration_deficit,n,-0.6169104350829819,0.6856344938485462,0.45093101612008685,0.03871730701741678
seasonal_transpiration_deficit,Alfa,-0.2333282628306946,0.25486309798442797,0.1749311657458016,0.01646027674055996
seasonal_transpiration_deficit,thetaS,-0.18492446450619568,0.24047138383956526,0.35103058748668914,0.03600667689677949
seasonal_transpiration_deficit,LM_min,0.23607679306422805,0.24041957010465664,0.24017718804478805,0.027176435761431476
